ArtikelNummer,Omschrijving,Plato,AlcoholGraad,Eenheid,PrijsInEuroExclusiefTaksen
1010177,"Flying Monkeys Netherworld 24/35,5cl",14.3,6,"24/35,5cl",41.94
1010178,Flying Monkeys Paranormal 12/75cl,22.5,10,12/75cl,96.68
1010179,Flying Monkeys Saint Beatnick 12/75cl,16,7.7,12/75cl,97.68
1010180,Flying Monkeys Shoulder Of Giants 12/75cl,22.5,10,12/75cl,96.68
1010182,"Flying Monkeys Smashbomb Atomic IPA 24/35,5cl",14.3,6,"24/35,5cl",41.94
1010184,Flying Monkeys Super Collider 2.0 12/75cl,22,10.5,12/75cl,89.94
1010181,Flying Monkeys The Matador 2.0 12/75cl,22,10.5,12/75cl,99.65
1002025,Fosters 24/33cl,10.6,4.5,33cl,0.88
1002568,Franziskaner hefe weisse 20/50cl,12,5,20/50cl,14.32
1009856,Frontaal Billiard 24/33cl,25,10.1,24/33cl,51.54
1009861,Frontaal Bulldog 24/33cl,14.8,7.5,24/33cl,39.32
1010844,Frontaal Collab No String Brewing Juice Punch 24/3,14.8,5.8,24/33cl,37.66
1009859,Frontaal Doce Amencer/Ger. Zonsondergang 24/33cl,21,9.5,24/33cl,49.67
1010518,Frontaal East 24/33cl,13,5.3,24/33cl,37.66
1009854,Frontaal Freehand 24/33cl,14.5,7.1,24/33cl,37.17
1010519,Frontaal Guanabana Manana 24/33cl,18.5,7.6,24/33cl,47.13
1010520,Frontaal Incarnadine 24/33cl,13,5.5,24/33cl,37.66
1009858,Frontaal North 24/33cl,19.5,8.6,24/33cl,45.44
1009857,Frontaal Rhodesian 24/33cl,28,11.3,24/33cl,46.85
1010517,Frontaal Rhodesian BA Heaven Hill 24/33cl,28,11.3,24/33cl,92.8
1010843,Frontaal South 24/33cl,13.7,5.3,24/33cl,37.66
1009855,Frontaal Tankard 24/33cl,10,3.9,24/33cl,37.66
1009860,Frontaal Wilson 24/33cl,16,7.5,24/33cl,47.13
1006683,Fullers Chiswick Bitter,9,3.5,8/50cl,10.24
1006680,Fullers Golden Pride,20.1,8.5,8/50cl,13.54
1006679,Fullers Honey Dew,12.5,4.5,12/50cl,19.27
1006677,Fullers India Pale Ale,13,5.3,12/50cl,19.04
1006678,Fullers London Black Cab,12.5,4.5,12/50cl,19.78
1006681,Fullers London Pride,11.6,4.7,12/50cl,17.99
1006682,Fullers Vintage Ale,21.5,8.5,12/50cl,41.42
1009813,Gänstaller Affumicator 12/33cl,25.6,9.6,12/33cl,23.07
1009811,Gänstaller Commandarin 12/33cl,12.7,5.3,12/33cl,19.57
1009816,Gänstaller Eurotrash 12/33cl,18.8,8.2,12/33cl,22.51
1009817,Gänstaller Franz Xaver 12/33cl,13.8,5.6,12/33cl,19.42
1009815,Gänstaller Rauch Royal 12/33cl,18.8,8.2,12/33cl,26.45
1009814,Gänstaller Schwarze 90 12/33cl,28.2,11.9,12/33cl,26.86
1009812,Gänstaller Weizenator 12/33cl,18.5,8.1,12/33cl,23.43
1009809,Gänstaller Zoigl 12/33cl,14.5,5.8,12/33cl,19.42
1002044,Gerstel Brau alk.vrij 24/25cl,,,24/25cl,17.68
1010538,Ghost Brewing 12 Monks IPA 20/50cl,16,6.2,20/50cl,35.42
1009970,Ghost Brewing Black Magic Vanilla Sky 24/33cl,27.25,10.5,24/33cl,58.78
1008655,Ghost Brewing Born To Brew Wild,19.5,7.8,24/33cl,49.36
1010537,Ghost Brewing Eye For Rye 24/33cl,16.5,6.4,24/33cl,49.26
1008656,Ghost Brewing Green Oxygen,18,7.2,24/33cl,51.93
1009967,Ghost Brewing Honey Devil-Barley Wine 24/33cl,34.75,14,24/33cl,92.71
1009972,Ghost Brewing Hop Infusion-Imperial IPA 24/33cl,21.75,9,24/33cl,59.48
1008659,Ghost Brewing King Kewa,27.25,10.7,24/33cl,52.85
1009969,Ghost Brewing Lord of Darkness-Imp.Stout BA Bourbo,25.5,12,6/75cl,54.3
1009968,Ghost Brewing Lord of Darkness-Imp.Stout BA Cognac,25.5,12,6/75cl,54.3
1008658,Ghost Brewing Midtnight Oil,30.75,12.5,24/33cl,72.53
1010516,Ghost Brewing Midtnight Oil Oak Aged 24/33cl,30.75,12.5,24/33cl,58.72
1010536,Ghost Brewing NightHawk 24/33cl,17.25,6.5,24/33cl,49.26
1009971,Ghost Brewing Nordic D'Light -APA 24/33cl,15.25,6.2,24/33cl,57.07
1009974,Ghost Brewing Purple Moon-Imperial Stout 6/75cl,25,9.2,6/75cl,41.37
1008657,Ghost Brewing Razor Blade,25.25,10,24/33cl,52.22
1009973,Ghost Brewing Winter Healer- US Strong Ale 24/33cl,21.5,8.5,24/33cl,62.11
1007072,Gigantic Ginormous,22,8.8,12/65cl,66.73
1007279,Gigantic Intensify,17.5,8.1,12/65cl,81.08
1007071,Gigantic IPA,18,7.3,12/65cl,51.92
1007665,Gigantic Massive,26.5,13.5,12/65cl,112.44
1007256,Gigantic Peace Loving Decoy 12/65cl,17.5,8.1,12/65cl,56.46
1007666,Gigantic Saboteur,18,8,12/65cl,78.53
1007667,Gigantic Snakebite,12.5,5.6,12/65cl,54.24
1007074,Gigantic Too Much Coffee,20,8.2,12/65cl,66.72
1007255,Gigantic Volta 12/65cl,18,8.4,12/65cl,80.9
1007668,Gigantic White Light White Heat,17.4,8.2,12/65cl,78.88
1010277,Gijt Ut 24/33cl,18,8,24/33cl,34.19
1008887,Goose 312 Urb. Wh Ale,10.3,4.2,12/33cl,11.78
1008888,Goose Honk,11.5,4.3,12/35.5,11.8
1008886,Goose IPA,15.5,5.9,12/35.5cl,15.08
1002066P1,Gordon Finest Gold 3+1 24/33cl,19.2,10,24/33cl,16.96
1002074P1,Gordon Scotch Ale 3+1 24/33cl,20.4,8.6,24/33cl,18.13
1006815,Grassroots Artic Saison,15.8,6,12/75cl,116.09
1007739,Green flash 30th Street Pale Ale,14,6,"24/35,5cl",44.78
1007740,Green Flash Double Stout,18,8.8,"24/35,5cl",51.47
1007873,Green flash Green Bullet,21.4,11.1,"24/35,5cl",62.11
1007741,Green Flash Hop Head Red,17,8.1,"24/35,5cl",51.17
1007742,Green Flash Imperial IPA,18,9.4,12/65cl,57.74
1007743,Green Flash Le Freak,18,9.2,12/65cl,71.63
1007744,Green Flash Road Warrior,18,9.2,12/65cl,71.63
1007745,Green Flash Soul Style Pale Ale,14,6.5,"24/35,5cl",44.78
1010372,Guineu Esgarrapats 12/33cl,16.14,7.5,12/33cl,18.68
1010373,Guineu Sorachi Madness 12/33cl,12.15,5.8,12/33cl,17.95
1010374,Guineu Vanilla Black Velvet 12/33cl,22.77,9.5,12/33cl,23.52
1002072P1,Guinness 3+1 gratis 24/33cl,17.9,8,24/33cl,21.17
1010087,Gusswerk Krinawible 6/50cl,28.5,14.5,6/50cl,83.52
1010086,Gusswerk Nicobar Ipa 24/33cl,14.8,6.4,24/33cl,37.5
1010085,Gusswerk Schwarze Kuh 24/33cl,20.7,9.2,24/33cl,38.79
1007196,Gypsy Inc. Soft Focus,12.1,4.7,24/33cl,33
1007197,Gypsy Inc. Tipsy Gypsy,12.9,4.7,24/33cl,33
1007717,HAANDBRYGGERIET Ardenne Blond,14.5,7.5,12/50cl,27.72
1007716,Haandbryggeriet Dark Force,21,9,12/50cl,34.47
1007725,Haandbryggeriet Fyr & Flamme,15,6.5,12/50cl,28.99
1007718,Haandbryggeriet Haandbakk,15.5,8,12/50cl,34.45
1007720,Haandbryggeriet Haandbic,15.5,7.5,12/50cl,34.4
1007760,Haandbryggeriet Haandbic,15.5,7.5,12/50cl,34.39
1007719,Haandbryggeriet Hesjeol,13.4,6.5,12/50cl,29.2
1007728,Haandbryggeriet Humlekanon,16.5,7.5,12/50cl,33.23
1007726,Haandbryggeriet Humlesus,10.4,4.5,12/50cl,28.45
1007727,Haandbryggeriet India Saison,9.9,4.5,12/50cl,28.45
1007729,Haandbryggeriet Jaekel,21,9.5,12/50cl,32.73
1007722,Haandbryggeriet Norse Porter,15.6,6.5,12/50cl,29.21
1007724,Haandbryggeriet Norwegian Wood,14,6.5,12/50cl,29.2
1007723,Haandbryggeriet Pale Ale,11.2,4.5,12/50cl,26.98
1007721,Haandbryggeriet Tindbic,13,7.5,12/50cl,34.18
1008250,Hanscraft Back Bone Splitter,17.2,6.6,24/33cl,39.17
1008297,Hanscraft Backbone Splitter Kazbek Spezial,17.2,6.6,24/33cl,45.03
1008249,Hanscraft Bayerisch Nizza,12.3,5.3,24/33cl,35.37
1008251,Hanscraft Saison Julie Farmhouse,14.4,6,24/33cl,37.07
1008944,Harviestoun 80 Shilling,12.5,4.8,24/33cl,21.44
1008943,Harviestoun 9th Legion Red Ale,12.5,4.7,24/33cl,21.37
1007794,Harviestoun Bitter & Twisted,10.5,4.2,24/33cl,22.25
1009837,Harviestoun Bitter & Twisted Cans 24/33cl,10.5,4.2,24/33cl,24.78
1008941,Harviestoun Broken Dial,12,4.5,24/33cl,21.2
1007796,Harviestoun Engineers Reserve,21.5,9,12/33cl,23.68
1009847,Harviestoun IPA 12/33cl,14.5,5.8,12/33cl,13.14
1008942,Harviestoun IPA,14.5,5.8,24/33cl,23.88
1007788,Harviestoun Ola Dubh 12,20,8,12/33cl,27.29
1007789,Harviestoun Ola Dubh 16,20,8,12/33cl,30.78
1007790,Harviestoun Ola Dubh 18,20,8,12/33cl,33.51
1007791,Harviestoun Ola Dubh 21,20,8,12/33cl,46.53
1007792,Harviestoun Old Engine Oil,12,6,24/33cl,25.65
1009839,Harviestoun Old Engine Oil Cans 24/33cl,12,6,24/33cl,30.64
1007793,Harviestoun Orach Slie,16,6,12/33cl,38.49
1008945,Harviestoun Raspy Engine,14,5.3,12/33cl,12.35
1007795,Harviestoun Schiehallion,12.5,4.8,24/33cl,25.01
1009838,Harviestoun Schiehallion Cans 24/33cl,12.5,4.8,24/33cl,22.97
1008940,Harviestoun The Ridge,13,5,8/50cl,11.88
1010629,HelleGijt AO 24/33cl,22,11,24/33cl,38.83
1008187,Heretic Chocolat Hazelnut Porter,15,7,12/65cl,74.05
1008188,Heretic Evil Cousin,16.2,8,12/65cl,80.06
1008189,Heretic Evil Twin Red,14.5,6.8,12/65cl,74.79
1008190,Heretic Gramarye,11,4.4,12/65cl,74.75
1008191,Heretic Shallow Grave,15,7,12/65cl,79.58
1004292,Hertog Jan Dubbel kruik 8/50cl,16.4,7.3,8/50cl,23.34
1006274,Hertog Jan Gr.Prestige Stone 8/50cl,22,10,8/50cl,25.08
1001618,Hertog Jan grand pres. 24/30cl,22,10,24/30cl,16.7
1004062,Hertog Jan Karakter 24/30cl,16.2,7.3,24/30cl,15.04
1001619,Hertog Jan primator 24/30cl,14,6,24/30cl,11.74
1003898,Hertog Jan Weizener 24/30cl,13.2,5.7,24/30cl,13.21
1007456,High Water Brewing Aphotic Imp Porter,20,9.3,DOOS,78.07
1007457,High Water Brewing Blind Spot,17.2,8.2,12/65cl,77.59
1007458,High Water Brewing Campfire Stout,14.8,6.5,12/65cl,83.18
1007448,High Water Brewing Hop Riot IPA,15.5,5.7,65cl,5.45
1007453,High Water Brewing No Boundary IPA,16,6.5,DOOS,77.92
1007454,High Water Brewing Old & in the way,24.2,8.5,DOOS,106.88
1007455,High Water Brewing Rio d'oro BE Golden,19.2,7.5,DOOS,88.76
1007177,Hilldevil American Black Horse OAK,15.1,6.5,24/33cl,38.41
1009743,HillDevil Basement BA R.I.S. Buichladdich S.W.24,21.6,10,24/33cl,70.49
1009744,HillDevil Basement BA R.I.S. Jim Beam B.W. 24/33cl,21.6,10,24/33cl,70.49
1010796,HillDevil Basement BA R.I.S. Wild Turkey 24/33cl,21.6,10,24/33cl,70.53
1010795,HillDevil Basement BA R.I.S.Heaven Hill 24/33cl,21.6,10,24/33cl,70.53
1009745,HillDevil Basement BA R.I.S. Maker's Mark B.W. 24/,18.9,9,24/33cl,64.77
1008703,HillDevil Black Boltini RIS,21.6,10,24/33cl,51.65
1006963,HillDevil Exploded Barrel DIPA,18.9,9.4,24/33cl,46.01
1006585,HillDevil Exploded DIPA,18.9,9.4,24/33cl,41.17
1006962,HillDevil Exploded DIPA,18.9,9.4,6/75cl,25.43
1006474,HillDevil IPA 24/33cl,14.9,6.5,24/33cl,33.49
1006475,Hilldevil Not Totally Black IPA 24/33cl,15.1,6.5,24/33cl,32.79
1007176,Hilldevil Not Totally Black IPA,15.1,6.5,6/75cl,24.2
1010797,HillDevil Thirsty Mosquito Summer Ale 24/33cl,11.3,5,24/33cl,30.68
1010642,Hip Hop IPA Amarillo 12/33cl,16,8,12/33cl,18.33
1008201,Hip Hop Blond,16,8,33cl,2.08
1008202,Hip Hop Porter,16,8,33cl,2.28
1008200,Hip Hop IPA Sorachi,16,8,12/33cl,26.61
1006675,Hobgoblin,12.2,5.2,12/50cl,23.09
1007292,Hobgoblin,12.2,5.2,20/33cl,33.94
1010088,Hofstettner Champion Bitter 20/33cl,14.9,6.2,20/33cl,29.24
1010090,Hofstettner Granit Icebock 20/33cl,26,11.5,20/33cl,61.61
1010089,Hofstettner Granitbock 20/33cl,17.8,7.3,20/33cl,32.15
1010271,Hop Met De Gijt 24/33cl,14,6.5,24/33cl,30.93
1007265,Hop Valley Alpha Centauri IPA 12/65cl,19,9,12/65cl,49.71
1007267,"Hop Valley Alphadelic IPA 24/35,5",16.5,6.7,"24/35,5",42.59
1007669,Hop Valley Citrus Mistress,14.5,5.9,"24/35,5cl",46.73
1007268,Hop Valley Double D Blonde 24/33cl,12,5,24/33cl,41.07
1007264,"Hop Valley Proxima IPA 24/35,5cl",14,6.3,"24/35,5cl",49.56
1007266,Hop Valley VIP 12/65cl,14.5,5.9,12/65cl,49.96
1009710,Hoppin' Frog / Cigar City DareDevils Got Game 12/,24,10.4,12/65cl,104.6
1008043,Hoppin' Frog B.O.R.I.S. The crusher,25.3,9.4,12/65cl,107.67
1009708,Hoppin' Frog BA D.O.R.I.S. The Destroyer 12/65cl,27.5,10.5,12/65cl,153.48
1009709,Hoppin' Frog BA In-TEN-Sity Barley Wine 12/65cl,24,12,12/65cl,177.73
1008048,Hoppin' Frog BA Pumpkin ale,17,8.4,12/65cl,130.14
1010914,Hoppin' Frog BA T.O.R.I.S. The Tyrant 12/65cl,32.5,13.8,12/65cl,166.31
1006892,Hoppin' Frog Barrel Aged Outta Kilter,20.7,8.2,12/65cl,120.3
1008049,Hoppin' Frog Café B.O.R.I.S.,20.5,9.4,12/65cl,94.32
1008601,Hoppin' Frog Café Silk Porter,17,6.2,12/65cl,85.85
1009711,Hoppin' Frog El Frogquistador BA 12/65cl,19,8.6,12/65cl,185.1
1008046,Hoppin' Frog Gangster Frog Ipa,16.6,7.5,12/65cl,80.51
1008602,Hoppin' Frog Hopped-up Goose Juice Rye Ipa,17.7,7,12/65cl,78.64
1008603,Hoppin' Frog Infusion A,19.3,6.2,12/65cl,92.7
1008047,Hoppin' Frog Karminator Imp. Doppelbock Lager,23.2,9.3,12/65cl,94.39
1008600,Hoppin' Frog King Gose Home,15,6,12/65cl,85.85
1008051,Hoppin' Frog Oktobersfest,16.5,7.3,12/65cl,87.37
1008044,Hoppin' Frog Outta Killer Wee heavy Scotch Red Ale,19.3,8.2,12/65cl,80.59
1009712,Hoppin' Frog Rocky Mountain B.O.R.I.S. 12/65cl,25.3,9.4,12/65cl,161.67
1009713,Hoppin' Frog Rocky Mountain D.O.R.I.S. the Destroy,22,10.5,12/65cl,178.04
1008042,Hoppin' Frog Rum Ba B.O.R.I.S. The Crusher,25.3,9.4,12/65cl,144.67
1008604,Hoppin' Frog Rum BA Silk Porter,17,6.2,12/65cl,129.82
1007490,Hoppin' Frog Silk Porter,17,6.2,12/65cl,80.19
1009714,Hoppin' Frog T.O.R.I.S. The Tyrant 12/65cl,27,13.8,12/65cl,177.1
1010883,Hoppin' Frog To Ol SS Stout 12/65cl,26.4,10.1,12/65cl,105.55
1009715,Hoppin' Frog Whiskey BA B.O.R.I.S. The Crusher 12/,25.3,9.4,12/65cl,149.29
1010882,Hoppin' Frog/Lervig Sippin' Into Darkness,29.3,12.5,12/65cl,105.92
1008195,Hopworks Abomiable Can,15,7,24/47.5cl,65.9
1008192,Hopworks Ace of Spades,19,8.6,12/65cl,97.53
1008196,Hopworks IPA,15,6.6,24/47.5cl,61.95
1008193,Hopworks Organic IPA,19,8.6,12/65cl,58.79
1008197,Hopworks Pig War Can,15,6.6,24/47.5cl,62.07
1008194,Hopworks Survival Stout,15,5.8,12/65cl,85.49
1007492,Hornbeer Applehorn Cider,,8.5,12/50cl,35.3
1007508,Hornbeer Black Magic Woman,25,10,12/50cl,37.99
1007499,Hornbeer Charlies Cool Porter,14.75,5.9,12/50cl,33.46
1007496,Hornbeer Czech Cat,13.75,5.5,12/50cl,31.71
1007504,Hornbeer Dame Blanche,21.75,8.7,12/50cl,35.91
1007497,Hornbeer Dark Wheat,13,5.2,12/50cl,30.96
1007493,Hornbeer Dryhop,12.5,5,12/50cl,31.84
1007498,Hornbeer Framboise,15,6,12/50cl,34.06
1007501,Hornbeer Grisk,16,6.5,12/50cl,31.31
1007505,Hornbeer Happy Hoppy Viking,23.75,9.3,12/50cl,35.03
1007502,Hornbeer Helge,25,10,12/50cl,37.99
1007507,Hornbeer Hophorn,23.25,9.3,12/50cl,35.77
1007503,Hornbeer Imperial IPA,20.75,8.3,12/50cl,32.54
1007494,Hornbeer Summer,11.5,4.6,12/50cl,31.98
1007509,Hornbeer The Fundamental Blackhorn,25,10,12/50cl,39.86
1007495,Hornbeer TopHop,11.75,4.7,12/50cl,31.17
1007500,Hornbeer Varol,16,6.4,12/50cl,29.56
1007510,Hornbeer Viking Chili Stout,25,10,12/50cl,39.86
1007511,Hornbeer Vladimir,25,12,12/50cl,40.67
1001712,IJ- Columbus 24/33cl,20,9,33cl,1.44
1006228,IJ-Flink 24/33cl,10.9,4.7,24/33cl,26.73
1002111,IJ-IPA 24/33cl,16.5,7,24/33cl,32.18
1006226,IJ-Natte bio 24/33cl,14.9,6.5,24/33cl,28.62
1006229,IJ-Struis bio 24/33cl,20,9,24/33cl,31.36
1006227,IJ-Zatte bio 24/33cl,17.2,8,24/33cl,28.54
1007443,IJ-Wit,14.9,6.5,24/33cl,28.72
1010071,In Peccatum A Sour Dance 12/50cl,14.95,10,12/50cl,32.82
1010063,In Peccatum Berserker II 24/33cl,13.09,8.5,24/33cl,41.16
1010067,In Peccatum Black Inverno 24/33cl,20.37,15.5,24/33cl,58.62
1010061,In Peccatum Burnin Alive 24/33cl,12.62,7.5,24/33cl,38.06
1010064,In Peccatum Call Of Ctchulhu 24/33cl,14.72,7,24/33cl,41.16
1010075,In Peccatum Corazon De Ribeiro 24/33cl,11.2,7.5,24/33cl,35.81
1010062,In Peccatum Cowboys From Hops 24/33cl,14.95,7.5,24/33cl,41.16
1010059,In Peccatum El Ultimo Trago 24/33cl,9.95,5,24/33cl,38.34
1010066,In Peccatum Inverno 24/33cl,22.34,15,24/33cl,58.62
1010069,In Peccatum Keltius Quadrupel 24/33cl,18.81,9.5,24/33cl,50.73
1010058,In Peccatum La Ultima Cancion 24/33cl,9.95,5,24/33cl,38.34
1010060,In Peccatum Los Suaves Oficial 24/33cl,9.95,5,24/33cl,34.4
1010068,In Peccatum Mother North 24/33cl,18.81,10.5,24/33cl,50.73
1010065,In Peccatum Necromance Of BM 24/33cl,17.46,10.5,24/33cl,35.55
1010070,In Peccatum Sixpounder 12/50cl,23,15.5,12/50cl,91.96
1010074,In Peccatum Something Wild 24/33cl,11.2,5.6,24/33cl,38.62
1010072,In Peccatum Sunrise In The Fields 12/50cl,14.95,10,12/50cl,35.07
1010073,In Peccatum The Moon Lay Hidden 12/50cl,17.24,8.25,12/50cl,35.07
1010057,In Peccatum Trasno 24/33cl,18.36,8,24/33cl,30.48
1010682,"Jackie O's BB Dark Apparition 12/37,5cl",25,11.5,"12/37,5cl",109.23
1010681,"Jackie O's Dark Appariation 12/37,5cl",20,10,"12/37,5cl",67.74
1010680,"Jackie O's Oil Of Aphrodite 12/37,5cl",20,10,"12/37,5cl",67.74
1010318,"Jolly Pumpkin Oro De Calabaza Grand Reserve12/37,5",17.5,8,"12/37,5cl",139.71
1006656,Jopen Adriaan,12,5,24/33cl,27.46
1002117,Jopen extra stout 24/33cl,13,5.5,24/33cl,27.97
1006657,Jopen Gerstebier,10.5,4.5,24/33cl,26.37
1006658,Jopen Hoppen,16,6,24/33cl,30.61
1006655,Jopen Jacobus RPA,13,5.3,24/33cl,27.97
1006659,Jopen Koyt,19,8.5,24/33cl,30.4
1006654,Jopen Malle Babe,12.5,5.5,24/33cl,28.25
1007440,Jopen Mooie Nel,17,6.5,24/33cl,31.81
1007441,Jopen Trinitas,21,9,24/33cl,30.17
1006660,Jopen Trinitas Tripel,21,9,24/33cl,30.31
1009802,Kaapse Bea 24/33cl,15.1,6,24/33cl,34.7
1009807,Kaapse Carrie 24/33cl,16,6.5,24/33cl,34.7
1009803,Kaapse Gozer 24/33cl,23,9.8,24/33cl,44.84
1009808,Kaapse Harrie 24/33cl,11.1,6.1,24/33cl,26.25
1009805,Kaapse Jaapie 24/33cl,21.1,9.4,24/33cl,39.27
1009804,Kaapse Karel 24/33cl,10.6,4.9,24/33cl,26.24
1009806,Kaapse Noor 24/33cl,13,4.5,24/33cl,34.64
1009690,"Karl Strauss Aurora Hoppyalis IPA 24/35,5cl",16,7,"24/35,5cl",49.86
1007653,Karl Strauss Big Barrel Double IPA,19,9,12/66cl,76.7
1007651,Karl Strauss Mosaic,15,5.5,"24/35,5cl",61.68
1008525,Karl Strauss Tower 10 Ipa,15,7,"24/35,5cl",55.75
1007652,Karl Strauss Tower20 IIPA,20,9.5,12/66cl,77.03
1007654,Karl Strauss Wreck Alley,21,9.5,12/66cl,76.71
1007806,Kees American Barley Wine,26,11.5,12/33cl,17.72
1004578,Kees Anniversary #2 12/33cl,21,11.3,12/33cl,18.9
1004575,Kees Barrel Project 11 12/33cl,26,12,12/33cl,26.5
1010455,Kees Barrel Project 17.02 12/33cl,26,12,12/33cl,25.94
1009849,Kees Big Orange Crush 12/33cl,26,11,12/33cl,18.62
1008155,Kees Caramel Fudge Stout,26,12,12/33cl,18.63
1010849,Kees Da Hong Pao 12/33cl,28,12,12/33cl,18.49
1007808,Kees Double Rye Ipa,18,8.5,12/33cl,16.97
1010850,Kees Earl Grey Weizen 12/33cl,14,5,12/33cl,65.73
1007428,Kees East India Porter,14.1,6,12/33cl,14.82
1007429,Kees Export Porter 1750,24.5,11,12/33cl,18.17
1007427,Kees Farmhouse IPA,13.5,6,12/33cl,15.28
1007809,Kees Just Another Ipa,13,6.5,12/33cl,20.63
1007426,Kees London Mild Ale,10,3.5,12/33cl,18.27
1009976,Kees LVSTRO 12/33cl,18,9,12/33cl,18.62
1008973,Kees Mosaic Hop Explosion,14.8,5.5,12/33cl,16.98
1010436,Kees New England IPA 12/33cl,14.9,6.4,12/33cl,15.81
1007807,Kees Pale Ale Citra,12,4.5,12/33cl,14.1
1008974,Kees Peated Imp russian Stout,25,11.2,12/33cl,18.34
1010848,Kees Raspberry Cream 12/33cl,16,6,12/33cl,24.38
1008972,Kees Session IPA,10.8,3.5,12/33cl,12.96
1008975,Kees Strawberryfields,16,6,12/33cl,15.38
1009537,Kees Top of the Morning 12/33cl,25,11,12/33cl,18.34
1010437,Kees West Coast IPA 12/33cl,14.9,6.4,12/33cl,15.81
1008146,Kompaan Bloedbroeder 39,21,9.1,24/33cl,34.69
1008145,Kompaan Handlanger 58,18,7.1,24/33cl,32.58
1008147,Kompaan Hop Weizenbock,15.9,6.5,24/33cl,37.06
1008144,Kompaan Vrijbuiter 45,18,7.1,24/33cl,32.58
1002152,Kronenbourg 1664 24/25cl,,5.9,24/25cl,16.67
1008352,La Pirata Ay Carmela,19.1,9.3,24/33cl,45.4
1008356,La Pirata Black Block,26.15,11.2,24/33cl,47.94
1009649,La Pirata Cocoa Zest 24/33cl,18,8,24/33cl,42.86
1009650,La Pirata Deep Inside Porter 24/33cl,18,6.8,24/33cl,40.61
1008740,La Pirata Doppelbock,17.74,8,24/33cl,40.41
1008738,La Pirata Imperial Saison,17,8.6,24/33cl,38
1008739,La Pirata Lupulus,8.78,3,24/33cl,36.44
1008353,La Pirata Ozu,16.1,7,24/33cl,47.38
1009648,La Pirata Piet 24/33cl,20,9.9,24/33cl,42.58
1008351,La Pirata Sansa,13.1,8.5,24/33cl,37.77
1010370,La Pirata Smashing & Grapes 24/33cl,16.14,6.2,24/33cl,38.77
1008355,La Pirata Super Oatmeal Stout,27.6,7.8,24/33cl,51.7
1008349,La Pirata Suria,10.96,5,24/33cl,35.53
1010371,La Pirata Tepache 24/33cl,12.1,5.3,24/33cl,39.49
1008354,La Pirata Vallenato,14.98,5.5,24/33cl,32.28
1008350,La Pirata Viakrucis,13.8,6,24/33cl,38.69
1005952,La Trappe Jubilaris 12/75cl,14.4,6,12/75cl,27.73
1000914,La Trappe kistje 2/75cl,20,9,2/75cl,7.99
1003848,La Trappe quadruppel kruik 8/50cl,22,9,8/50cl,23.36
1005315,La Trappe Witte Trappist 12/75cl,12,5.5,12/75cl,26.51
1009336,Largum Burtonizer 24/33cl,15.5,7,24/33cl,36.74
1009335,Largum Zonnegod 24/33cl,14.5,6.5,24/33cl,30.88
1010274,Latte Gijt 24/33cl,14,6,24/33cl,31.79
1009679,Laugar anniversary 2016 24/33cl,23.25,9.5,24/33cl,49.91
1009680,Laugar Aupa Tovarisch 24/33cl,30,12,24/33cl,58.64
1010398,Laugar Basatia 24/33cl,21,8,24/33cl,43.38
1009676,Laugar Basurde 24/33cl,11.5,5.5,24/33cl,35.25
1009681,Laugar Braskadi 24/33cl,23.75,10.5,24/33cl,54.07
1006958,Laugar Epa!,12.6,5.2,24/33cl,33.45
1009677,Laugar Fibonatxi 0 24/33cl,10,4.9,24/33cl,32.26
1009678,Laugar Fibonatxi 1 24/33cl,11,5.5,24/33cl,40.31
1006959,Laugar Kiskale,18.5,7.3,24/33cl,36.26
1006960,Laugar Patxi Hopman IPA,16,6.8,24/33cl,41.47
1010397,Laugar Random 01 24/33cl,12.75,5.8,24/33cl,47.26
1010395,Laugar Random 20 24/33cl,10.75,4.7,24/33cl,43.17
1010394,Laugar Random 42 24/33cl,20.75,8.4,24/33cl,46.3
1010396,Laugar Random 88 24/33cl,12,4.5,24/33cl,41.86
1010393,Laugar Random 90 24/33cl,22.5,9.5,24/33cl,46.08
1009682,Laugar Wet & Wild (Molen Collab) 24/33cl,25.38,10.2,24/33cl,54.13
1010191,Le Trou Du Diable Buteuse 12/60cl,19.2,10,12/60cl,69.82
1010192,Le Trou Du Diable Buteuse Special Brassins 12/60cl,19.2,10,12/60cl,159.9
1010193,Le Trou Du Diable Dulcis Succubus 12/60cl,15.8,7,12/60cl,160.41
1010194,Le Trou Du Diable L'Imperatice Special Brassins 12,20.2,9,12/60cl,146.4
1007657,Left Coast Hop Juice DIPA,19.5,9.7,"24/35,5cl",52.18
1007656,Left Coast Trestles IPA,13.5,6.8,"24/35,5cl",30.11
1007655,Left Coast Voodoo American Stout,17.5,8,"24/35,5cl",52.16
1006353,Lervig Black Tokyo Horizon,30,16,24/33cl,190.94
1008119,Lervig Johnny Low,8,2.5,24/33cl,38.26
1008118,Lervig Konrad's Stout,23.5,10.4,24/33cl,61.37
1008121,Lervig Lucky Jack,11.5,4.7,24/33cl,40.64
1008125,Lervig Redchurch Softly,16,6.66,24/33cl,66.44
1008122,Lervig Rye Ipa,17.5,8.5,24/33cl,57.08
1008120,Lervig Saison,13.8,6.6,24/33cl,55.23
1008123,Lervig Surly 1349 Black Ale,28,13.5,24/33cl,97.99
1008124,Lervig Winter Ale,18.3,8.4,24/33cl,57.08
1007769,Lindeboom Oud Bruin,8,3.8,KRAT,5.29
